date,region,prediction_confirmed,prediction_deaths
2020-06-24,BLR,110052,3001
2020-06-25,BLR,121782,3295
2020-06-26,BLR,134547,3648
2020-06-27,BLR,148398,4066
2020-06-28,BLR,163388,4558
2020-06-29,BLR,179567,5130
2020-06-30,BLR,196986,5794
2020-07-01,BLR,215687,6557
2020-07-02,BLR,235709,7430
2020-07-03,BLR,257087,8421
2020-07-04,BLR,279854,9542
2020-07-05,BLR,304035,10800
2020-07-06,BLR,329652,12208
2020-07-07,BLR,356716,13773
2020-07-08,BLR,385233,15507
2020-07-09,BLR,415199,17417
2020-07-10,BLR,446603,19512
2020-07-11,BLR,479427,21800
2020-07-12,BLR,513644,24288
2020-07-13,BLR,549220,26981
2020-07-14,BLR,586112,29885
2020-07-15,BLR,624268,33001
2020-07-16,BLR,663632,36333
2020-07-17,BLR,704139,39880
2020-07-18,BLR,745723,43639
2020-07-19,BLR,788313,47605
2020-07-20,BLR,831838,51774
2020-07-21,BLR,876226,56134
2020-07-22,BLR,921411,60675
2020-07-23,BLR,967334,65381
2020-07-24,BLR,1013943,70235
2020-07-25,BLR,1061206,75217
2020-07-26,BLR,1109105,80304
2020-07-27,BLR,1157648,85468
2020-07-28,BLR,1206871,90682
2020-07-29,BLR,1256845,95913
2020-07-30,BLR,1307683,101126
2020-07-31,BLR,1359544,106286
2020-08-01,BLR,1412647,111353
2020-08-02,BLR,1467267,116288
2020-08-03,BLR,1523757,121049
2020-08-04,BLR,1582544,125594
2020-08-05,BLR,1644147,129882
2020-08-06,BLR,1709178,133873
2020-08-07,BLR,1778360,137528
2020-08-08,BLR,1852526,140812
2020-08-09,BLR,1932637,143694
2020-08-10,BLR,2019785,146148
2020-08-11,BLR,2115203,148155
2020-08-12,BLR,2220275,149704
2020-08-13,BLR,2336541,150794
2020-08-14,BLR,2465704,151435
2020-08-15,BLR,2609637,151652
2020-08-16,BLR,2770388,151652
2020-08-17,BLR,2949665,151652
2020-08-18,BLR,3149625,151652
2020-08-19,BLR,3373616,151652
2020-08-20,BLR,3625290,151704
2020-08-21,BLR,3907945,152011
2020-08-22,BLR,4224115,152724
2020-08-23,BLR,4576581,154096
2020-08-24,BLR,4968046,156414
2020-08-25,BLR,5400927,159899
2020-08-26,BLR,5877546,164744
2020-08-27,BLR,6402636,171273
2020-08-28,BLR,6981265,179866
2020-08-29,BLR,7617378,190938
2020-08-30,BLR,8313595,204908
2020-08-31,BLR,9072835,222242
2020-09-01,BLR,9449323,243412
2020-09-02,BLR,9449323,268847
2020-09-03,BLR,9449323,296485
2020-09-04,BLR,9449323,329380
2020-09-05,BLR,9449323,368931
2020-09-06,BLR,9449323,410190
2020-09-07,BLR,9449323,453497
2020-09-08,BLR,9449323,499043
2020-09-09,BLR,9449323,549271
2020-09-10,BLR,9449323,600418
2020-09-11,BLR,9449323,653075
2020-09-12,BLR,9449323,710187
2020-09-13,BLR,9449323,767025
2020-09-14,BLR,9449323,822506
2020-09-15,BLR,9449323,878442
2020-09-16,BLR,9449323,933878
2020-09-17,BLR,9449323,987417
2020-09-18,BLR,9449323,1038176
2020-09-19,BLR,9449323,1086403
2020-09-20,BLR,9449323,1130852
2020-09-21,BLR,9449323,1168848
2020-09-22,BLR,9449323,1201203
2020-09-23,BLR,9449323,1227825
2020-09-24,BLR,9449323,1246410
2020-09-25,BLR,9449323,1256350
2020-09-26,BLR,9449323,1257457
2020-09-27,BLR,9449323,1257457
2020-09-28,BLR,9449323,1257457
2020-09-29,BLR,9449323,1257457
2020-09-30,BLR,9449323,1257457
2020-10-01,BLR,9449323,1257457
2020-10-02,BLR,9449323,1257457
2020-10-03,BLR,9449323,1257457
2020-10-04,BLR,9449323,1257457
2020-10-05,BLR,9449323,1257457
2020-10-06,BLR,9449323,1257457
2020-10-07,BLR,9449323,1257457
2020-10-08,BLR,9449323,1257457
2020-10-09,BLR,9449323,1257457
2020-10-10,BLR,9449323,1257457
2020-10-11,BLR,9449323,1257457
2020-10-12,BLR,9449323,1257457
2020-10-13,BLR,9449323,1257457
2020-10-14,BLR,9449323,1257457
2020-10-15,BLR,9449323,1257457
2020-10-16,BLR,9449323,1257457
2020-10-17,BLR,9449323,1257457
2020-10-18,BLR,9449323,1257457
2020-10-19,BLR,9449323,1257457
2020-10-20,BLR,9449323,1257457
2020-10-21,BLR,9449323,1257457
2020-10-22,BLR,9449323,1257457
2020-10-23,BLR,9449323,1257457
2020-10-24,BLR,9449323,1257457
2020-10-25,BLR,9449323,1257457
2020-10-26,BLR,9449323,1257457
2020-10-27,BLR,9449323,1257457
2020-10-28,BLR,9449323,1257457
2020-10-29,BLR,9449323,1257457
2020-10-30,BLR,9449323,1257457
2020-10-31,BLR,9449323,1257457
2020-11-01,BLR,9449323,1257457
2020-11-02,BLR,9449323,1257457
2020-11-03,BLR,9449323,1257457
2020-11-04,BLR,9449323,1257457
2020-11-05,BLR,9449323,1257457
2020-11-06,BLR,9449323,1257457
2020-11-07,BLR,9449323,1257457
2020-11-08,BLR,9449323,1257457
2020-11-09,BLR,9449323,1257457
2020-11-10,BLR,9449323,1257457
2020-11-11,BLR,9449323,1257457
2020-11-12,BLR,9449323,1257457
2020-11-13,BLR,9449323,1257457
2020-11-14,BLR,9449323,1257457
2020-11-15,BLR,9449323,1257457
2020-11-16,BLR,9449323,1257457
2020-11-17,BLR,9449323,1257457
2020-11-18,BLR,9449323,1257457
2020-11-19,BLR,9449323,1257457
2020-11-20,BLR,9449323,1257457
2020-11-21,BLR,9449323,1257457
2020-11-22,BLR,9449323,1257457
2020-11-23,BLR,9449323,1257457
2020-11-24,BLR,9449323,1257457
2020-11-25,BLR,9449323,1257457
2020-11-26,BLR,9449323,1257457
2020-11-27,BLR,9449323,1257457
2020-11-28,BLR,9449323,1257457
2020-11-29,BLR,9449323,1257457
2020-11-30,BLR,9449323,1257457
2020-12-01,BLR,9449323,1257457
2020-12-02,BLR,9449323,1257457
2020-12-03,BLR,9449323,1257457
2020-12-04,BLR,9449323,1257457
2020-12-05,BLR,9449323,1257457
2020-12-06,BLR,9449323,1257457
2020-12-07,BLR,9449323,1257457
2020-12-08,BLR,9449323,1257457
2020-12-09,BLR,9449323,1257457
2020-12-10,BLR,9449323,1257457
2020-12-11,BLR,9449323,1257457
2020-12-12,BLR,9449323,1257457
2020-12-13,BLR,9449323,1257457
2020-12-14,BLR,9449323,1257457
2020-12-15,BLR,9449323,1257457
2020-12-16,BLR,9449323,1257457
2020-12-17,BLR,9449323,1257457
2020-12-18,BLR,9449323,1257457
2020-12-19,BLR,9449323,1257457
2020-12-20,BLR,9449323,1257457
2020-12-21,BLR,9449323,1257457
2020-12-22,BLR,9449323,1257457
2020-12-23,BLR,9449323,1257457
2020-12-24,BLR,9449323,1257457
2020-12-25,BLR,9449323,1257457
2020-12-26,BLR,9449323,1257457
2020-12-27,BLR,9449323,1257457
2020-12-28,BLR,9449323,1257457
2020-12-29,BLR,9449323,1257457
2020-12-30,BLR,9449323,1257457
2020-12-31,BLR,9449323,1257457
2020-04-19,KHM,123,0
2020-04-20,KHM,125,0
2020-04-21,KHM,127,0
2020-04-22,KHM,131,0
2020-04-23,KHM,135,0
2020-04-24,KHM,141,1
2020-04-25,KHM,148,1
2020-04-26,KHM,156,2
2020-04-27,KHM,166,3
2020-04-28,KHM,178,4
2020-04-29,KHM,191,5
2020-04-30,KHM,206,6
2020-05-01,KHM,222,8
2020-05-02,KHM,241,9
2020-05-03,KHM,261,11
2020-05-04,KHM,283,13
2020-05-05,KHM,307,16
2020-05-06,KHM,333,18
2020-05-07,KHM,361,21
2020-05-08,KHM,391,24
2020-05-09,KHM,422,28
2020-05-10,KHM,456,32
2020-05-11,KHM,491,36
2020-05-12,KHM,528,40
2020-05-13,KHM,566,45
2020-05-14,KHM,606,50
2020-05-15,KHM,648,55
2020-05-16,KHM,692,60
2020-05-17,KHM,737,66
2020-05-18,KHM,783,71
2020-05-19,KHM,831,78
2020-05-20,KHM,881,84
2020-05-21,KHM,932,90
2020-05-22,KHM,986,96
2020-05-23,KHM,1041,103
2020-05-24,KHM,1099,109
2020-05-25,KHM,1159,116
2020-05-26,KHM,1222,122
2020-05-27,KHM,1288,129
2020-05-28,KHM,1358,135
2020-05-29,KHM,1433,141
2020-05-30,KHM,1514,147
2020-05-31,KHM,1600,152
2020-06-01,KHM,1694,157
2020-06-02,KHM,1797,162
2020-06-03,KHM,1909,166
2020-06-04,KHM,2033,170
2020-06-05,KHM,2170,174
2020-06-06,KHM,2322,177
2020-06-07,KHM,2492,179
2020-06-08,KHM,2681,182
2020-06-09,KHM,2892,183
2020-06-10,KHM,3128,185
2020-06-11,KHM,3392,187
2020-06-12,KHM,3687,188
2020-06-13,KHM,4018,189
2020-06-14,KHM,4386,191
2020-06-15,KHM,4797,193
2020-06-16,KHM,5255,196
2020-06-17,KHM,5764,199
2020-06-18,KHM,6328,204
2020-06-19,KHM,6953,211
2020-06-20,KHM,7644,220
2020-06-21,KHM,8404,231
2020-06-22,KHM,9240,245
2020-06-23,KHM,10157,262
2020-06-24,KHM,11160,284
2020-06-25,KHM,12255,310
2020-06-26,KHM,13445,342
2020-06-27,KHM,14738,380
2020-06-28,KHM,16136,425
2020-06-29,KHM,17646,478
2020-06-30,KHM,19271,539
2020-07-01,KHM,21016,610
2020-07-02,KHM,22884,692
2020-07-03,KHM,24878,785
2020-07-04,KHM,27002,890
2020-07-05,KHM,29256,1008
2020-07-06,KHM,31643,1141
2020-07-07,KHM,34164,1289
2020-07-08,KHM,36817,1453
2020-07-09,KHM,39603,1634
2020-07-10,KHM,42520,1833
2020-07-11,KHM,45565,2050
2020-07-12,KHM,48734,2286
2020-07-13,KHM,52024,2542
2020-07-14,KHM,55430,2818
2020-07-15,KHM,58945,3114
2020-07-16,KHM,62564,3430
2020-07-17,KHM,66278,3767
2020-07-18,KHM,70081,4124
2020-07-19,KHM,73963,4500
2020-07-20,KHM,77918,4895
2020-07-21,KHM,81937,5308
2020-07-22,KHM,86012,5738
2020-07-23,KHM,90136,6182
2020-07-24,KHM,94303,6640
2020-07-25,KHM,98509,7108
2020-07-26,KHM,102749,7586
2020-07-27,KHM,107023,8069
2020-07-28,KHM,111333,8555
2020-07-29,KHM,115685,9041
2020-07-30,KHM,120088,9523
2020-07-31,KHM,124557,9998
2020-08-01,KHM,129109,10461
2020-08-02,KHM,133772,10908
2020-08-03,KHM,138577,11336
2020-08-04,KHM,143564,11740
2020-08-05,KHM,148783,12116
2020-08-06,KHM,154291,12459
2020-08-07,KHM,160157,12766
2020-08-08,KHM,166461,13033
2020-08-09,KHM,173294,13257
2020-08-10,KHM,180761,13435
2020-08-11,KHM,188979,13565
2020-08-12,KHM,198083,13647
2020-08-13,KHM,208221,13678
2020-08-14,KHM,219555,13678
2020-08-15,KHM,232215,13678
2020-08-16,KHM,246333,13678
2020-08-17,KHM,262206,13678
2020-08-18,KHM,280171,13678
2020-08-19,KHM,300562,13678
2020-08-20,KHM,323653,13693
2020-08-21,KHM,349657,13742
2020-08-22,KHM,378755,13848
2020-08-23,KHM,411103,14032
2020-08-24,KHM,446797,14303
2020-08-25,KHM,486202,14680
2020-08-26,KHM,529835,15192
2020-08-27,KHM,578069,15867
2020-08-28,KHM,631232,16742
2020-08-29,KHM,689561,17853
2020-08-30,KHM,753252,19235
2020-08-31,KHM,822557,20926
2020-09-01,KHM,897799,22968
2020-09-02,KHM,979374,25409
2020-09-03,KHM,1067644,28300
2020-09-04,KHM,1162871,31694
2020-09-05,KHM,1265265,35644
2020-09-06,KHM,1374996,40203
2020-09-07,KHM,1492237,45428
2020-09-08,KHM,1617180,51376
2020-09-09,KHM,1749996,58108
2020-09-10,KHM,1890798,65684
2020-09-11,KHM,2039628,74160
2020-09-12,KHM,2196470,83592
2020-09-13,KHM,2361259,94033
2020-09-14,KHM,2533899,105533
2020-09-15,KHM,2714254,118139
2020-09-16,KHM,2902129,131895
2020-09-17,KHM,3097264,146835
2020-09-18,KHM,3299334,162987
2020-09-19,KHM,3507962,180370
2020-09-20,KHM,3722737,198994
2020-09-21,KHM,3943206,218857
2020-09-22,KHM,4168880,239949
2020-09-23,KHM,4399238,262244
2020-09-24,KHM,4633727,285702
2020-09-25,KHM,4871791,310267
2020-09-26,KHM,5112887,335868
2020-09-27,KHM,5356503,362417
2020-09-28,KHM,5602177,389809
2020-09-29,KHM,5849508,417919
2020-09-30,KHM,6098184,446605
2020-10-01,KHM,6348011,475707
2020-10-02,KHM,6598948,505045
2020-10-03,KHM,6851145,534422
2020-10-04,KHM,7104977,563625
2020-10-05,KHM,7361082,592424
2020-10-06,KHM,7620398,620577
2020-10-07,KHM,7884210,647831
2020-10-08,KHM,8154201,673921
2020-10-09,KHM,8432501,698581
2020-10-10,KHM,8721740,721541
2020-10-11,KHM,9025103,742535
2020-10-12,KHM,9346376,761306
2020-10-13,KHM,9690001,777609
2020-10-14,KHM,10061135,791224
2020-10-15,KHM,10465700,801955
2020-10-16,KHM,10910439,809646
2020-10-17,KHM,11402962,814182
2020-10-18,KHM,11951791,815505
2020-10-19,KHM,12566406,815505
2020-10-20,KHM,13251493,815505
2020-10-21,KHM,14017500,815505
2020-10-22,KHM,14882614,815505
2020-10-23,KHM,15867932,815505
2020-10-24,KHM,16718965,815505
2020-10-25,KHM,16718965,815933
2020-10-26,KHM,16718965,816599
2020-10-27,KHM,16718965,816599
2020-10-28,KHM,16718965,823858
2020-10-29,KHM,16718965,830416
2020-10-30,KHM,16718965,833344
2020-10-31,KHM,16718965,836033
2020-11-01,KHM,16718965,837466
2020-11-02,KHM,16718965,842622
2020-11-03,KHM,16718965,842622
2020-11-04,KHM,16718965,848262
2020-11-05,KHM,16718965,852333
2020-11-06,KHM,16718965,852792
2020-11-07,KHM,16718965,852792
2020-11-08,KHM,16718965,853139
2020-11-09,KHM,16718965,853139
2020-11-10,KHM,16718965,853139
2020-11-11,KHM,16718965,853139
2020-11-12,KHM,16718965,853139
2020-11-13,KHM,16718965,853139
2020-11-14,KHM,16718965,853139
2020-11-15,KHM,16718965,853139
2020-11-16,KHM,16718965,853139
2020-11-17,KHM,16718965,853139
2020-11-18,KHM,16718965,853139
2020-11-19,KHM,16718965,853139
2020-11-20,KHM,16718965,853139
2020-11-21,KHM,16718965,853139
2020-11-22,KHM,16718965,853139
2020-11-23,KHM,16718965,853139
2020-11-24,KHM,16718965,853139
2020-11-25,KHM,16718965,853139
2020-11-26,KHM,16718965,853139
2020-11-27,KHM,16718965,853139
2020-11-28,KHM,16718965,853139
2020-11-29,KHM,16718965,853139
2020-11-30,KHM,16718965,853139
2020-12-01,KHM,16718965,853139
2020-12-02,KHM,16718965,853139
2020-12-03,KHM,16718965,853139
2020-12-04,KHM,16718965,853139
2020-12-05,KHM,16718965,853139
2020-12-06,KHM,16718965,853139
2020-12-07,KHM,16718965,853139
2020-12-08,KHM,16718965,853139
2020-12-09,KHM,16718965,853139
2020-12-10,KHM,16718965,853139
2020-12-11,KHM,16718965,853139
2020-12-12,KHM,16718965,853139
2020-12-13,KHM,16718965,853139
2020-12-14,KHM,16718965,853139
2020-12-15,KHM,16718965,853139
2020-12-16,KHM,16718965,853139
2020-12-17,KHM,16718965,853139
2020-12-18,KHM,16718965,853139
2020-12-19,KHM,16718965,853139
2020-12-20,KHM,16718965,853139
2020-12-21,KHM,16718965,853139
2020-12-22,KHM,16718965,853139
2020-12-23,KHM,16718965,853139
2020-12-24,KHM,16718965,853139
2020-12-25,KHM,16718965,853139
2020-12-26,KHM,16718965,853139
2020-12-27,KHM,16718965,853139
2020-12-28,KHM,16718965,853139
2020-12-29,KHM,16718965,853139
2020-12-30,KHM,16718965,853139
2020-12-31,KHM,16718965,853139
2020-04-19,CMR,1063,22
2020-04-20,CMR,1097,22
2020-04-21,CMR,1139,24
2020-04-22,CMR,1167,26
2020-04-23,CMR,1202,28
2020-04-24,CMR,1217,28
2020-04-25,CMR,1252,29
2020-04-26,CMR,1289,30
2020-04-27,CMR,1353,32
2020-04-28,CMR,1399,34
2020-04-29,CMR,1446,37
2020-04-30,CMR,1481,40
2020-05-01,CMR,1521,43
2020-05-02,CMR,1568,46
2020-05-03,CMR,1632,50
2020-05-04,CMR,1697,54
2020-05-05,CMR,1761,60
2020-05-06,CMR,1824,65
2020-05-07,CMR,1877,71
2020-05-08,CMR,1940,78
2020-05-09,CMR,2005,85
2020-05-10,CMR,2078,93
2020-05-11,CMR,2151,101
2020-05-12,CMR,2222,110
2020-05-13,CMR,2289,120
2020-05-14,CMR,2355,130
2020-05-15,CMR,2420,141
2020-05-16,CMR,2487,152
2020-05-17,CMR,2553,164
2020-05-18,CMR,2615,176
2020-05-19,CMR,2672,188
2020-05-20,CMR,2724,201
2020-05-21,CMR,2772,213
2020-05-22,CMR,2817,226
2020-05-23,CMR,2858,239
2020-05-24,CMR,2892,251
2020-05-25,CMR,2920,263
2020-05-26,CMR,2941,275
2020-05-27,CMR,2957,286
2020-05-28,CMR,2968,295
2020-05-29,CMR,2975,304
2020-05-30,CMR,2978,312
2020-05-31,CMR,2978,318
2020-06-01,CMR,2978,322
2020-06-02,CMR,2978,325
2020-06-03,CMR,2979,325
2020-06-04,CMR,2984,325
2020-06-05,CMR,2991,325
2020-06-06,CMR,3004,325
2020-06-07,CMR,3029,325
2020-06-08,CMR,3077,325
2020-06-09,CMR,3154,325
2020-06-10,CMR,3267,325
2020-06-11,CMR,3419,325
2020-06-12,CMR,3615,325
2020-06-13,CMR,3849,325
2020-06-14,CMR,4118,325
2020-06-15,CMR,4432,325
2020-06-16,CMR,4799,325
2020-06-17,CMR,5224,326
2020-06-18,CMR,5713,327
2020-06-19,CMR,6270,329
2020-06-20,CMR,6900,332
2020-06-21,CMR,7610,336
2020-06-22,CMR,8403,342
2020-06-23,CMR,9289,350
2020-06-24,CMR,10277,360
2020-06-25,CMR,11375,375
2020-06-26,CMR,12588,393
2020-06-27,CMR,13927,415
2020-06-28,CMR,15400,444
2020-06-29,CMR,17015,479
2020-06-30,CMR,18780,521
2020-07-01,CMR,20705,572
2020-07-02,CMR,22798,632
2020-07-03,CMR,25067,704
2020-07-04,CMR,27521,788
2020-07-05,CMR,30168,885
2020-07-06,CMR,33015,997
2020-07-07,CMR,36070,1126
2020-07-08,CMR,39337,1272
2020-07-09,CMR,42823,1439
2020-07-10,CMR,46532,1626
2020-07-11,CMR,50469,1836
2020-07-12,CMR,54635,2070
2020-07-13,CMR,59034,2330
2020-07-14,CMR,63665,2617
2020-07-15,CMR,68528,2933
2020-07-16,CMR,73621,3278
2020-07-17,CMR,78939,3655
2020-07-18,CMR,84480,4064
2020-07-19,CMR,90237,4506
2020-07-20,CMR,96203,4981
2020-07-21,CMR,102370,5491
2020-07-22,CMR,108729,6034
2020-07-23,CMR,115270,6612
2020-07-24,CMR,121983,7224
2020-07-25,CMR,128856,7868
2020-07-26,CMR,135880,8543
2020-07-27,CMR,143043,9249
2020-07-28,CMR,150336,9982
2020-07-29,CMR,157750,10741
2020-07-30,CMR,165279,11522
2020-07-31,CMR,172921,12323
2020-08-01,CMR,180673,13139
2020-08-02,CMR,188540,13966
2020-08-03,CMR,196530,14799
2020-08-04,CMR,204658,15633
2020-08-05,CMR,212946,16463
2020-08-06,CMR,221423,17283
2020-08-07,CMR,230129,18086
2020-08-08,CMR,239112,18866
2020-08-09,CMR,248435,19617
2020-08-10,CMR,258171,20332
2020-08-11,CMR,268410,21005
2020-08-12,CMR,279257,21630
2020-08-13,CMR,290833,22200
2020-08-14,CMR,303281,22711
2020-08-15,CMR,316761,23158
2020-08-16,CMR,331458,23538
2020-08-17,CMR,347575,23848
2020-08-18,CMR,365345,24087
2020-08-19,CMR,385022,24255
2020-08-20,CMR,406888,24356
2020-08-21,CMR,431252,24394
2020-08-22,CMR,458450,24394
2020-08-23,CMR,488796,24394
2020-08-24,CMR,522622,24394
2020-08-25,CMR,560462,24394
2020-08-26,CMR,602890,24414
2020-08-27,CMR,650412,24481
2020-08-28,CMR,703460,24623
2020-08-29,CMR,762510,24881
2020-08-30,CMR,828017,25300
2020-08-31,CMR,900432,25921
2020-09-01,CMR,980149,26778
2020-09-02,CMR,1067873,27925
2020-09-03,CMR,1164441,29428
2020-09-04,CMR,1270437,31351
2020-09-05,CMR,1386299,33766
2020-09-06,CMR,1512552,36751
2020-09-07,CMR,1649724,40383
2020-09-08,CMR,1798294,44745
2020-09-09,CMR,1958823,49929
2020-09-10,CMR,2131920,56033
2020-09-11,CMR,2318077,63159
2020-09-12,CMR,2517624,71409
2020-09-13,CMR,2730856,80889
2020-09-14,CMR,2958045,91703
2020-09-15,CMR,3199409,103960
2020-09-16,CMR,3455110,117768
2020-09-17,CMR,3725249,133236
2020-09-18,CMR,4009800,150468
2020-09-19,CMR,4308611,169561
2020-09-20,CMR,4621435,190608
2020-09-21,CMR,4947944,213692
2020-09-22,CMR,5287712,238889
2020-09-23,CMR,5640212,266263
2020-09-24,CMR,6004809,295865
2020-09-25,CMR,6380751,327728
2020-09-26,CMR,6767185,361866
2020-09-27,CMR,7163185,398274
2020-09-28,CMR,7567760,436924
2020-09-29,CMR,7979861,477764
2020-09-30,CMR,8398399,520715
2020-10-01,CMR,8822261,565669
2020-10-02,CMR,9250339,612488
2020-10-03,CMR,9681574,661001
2020-10-04,CMR,10114993,711002
2020-10-05,CMR,10549751,762253
2020-10-06,CMR,10985168,814482
2020-10-07,CMR,11420782,867381
2020-10-08,CMR,11856406,920605
2020-10-09,CMR,12292195,973778
2020-10-10,CMR,12728718,1026492
2020-10-11,CMR,13167033,1078309
2020-10-12,CMR,13608765,1128766
2020-10-13,CMR,14056182,1177377
2020-10-14,CMR,14512287,1223641
2020-10-15,CMR,14980908,1267046
2020-10-16,CMR,15466802,1307076
2020-10-17,CMR,15975749,1343222
2020-10-18,CMR,16514655,1374991
2020-10-19,CMR,17091648,1401916
2020-10-20,CMR,17716178,1423567
2020-10-21,CMR,18399120,1439569
2020-10-22,CMR,19152865,1449613
2020-10-23,CMR,19991417,1453475
2020-10-24,CMR,20930474,1453475
2020-10-25,CMR,21980012,1453475
2020-10-26,CMR,23151073,1453475
2020-10-27,CMR,24475262,1453475
2020-10-28,CMR,25989394,1453475
2020-10-29,CMR,26545863,1453475
2020-10-30,CMR,26545863,1453475
2020-10-31,CMR,26545863,1453475
2020-11-01,CMR,26545863,1457497
2020-11-02,CMR,26545863,1467832
2020-11-03,CMR,26545863,1473390
2020-11-04,CMR,26545863,1476290
2020-11-05,CMR,26545863,1476290
2020-11-06,CMR,26545863,1480920
2020-11-07,CMR,26545863,1480920
2020-11-08,CMR,26545863,1481820
2020-11-09,CMR,26545863,1484556
2020-11-10,CMR,26545863,1484556
2020-11-11,CMR,26545863,1484556
2020-11-12,CMR,26545863,1484556
2020-11-13,CMR,26545863,1484556
2020-11-14,CMR,26545863,1484556
2020-11-15,CMR,26545863,1484556
2020-11-16,CMR,26545863,1484556
2020-11-17,CMR,26545863,1484556
2020-11-18,CMR,26545863,1484556
2020-11-19,CMR,26545863,1484556
2020-11-20,CMR,26545863,1484556
2020-11-21,CMR,26545863,1484556
2020-11-22,CMR,26545863,1484556
2020-11-23,CMR,26545863,1484556
2020-11-24,CMR,26545863,1484556
2020-11-25,CMR,26545863,1484556
2020-11-26,CMR,26545863,1484556
2020-11-27,CMR,26545863,1484556
2020-11-28,CMR,26545863,1484556
2020-11-29,CMR,26545863,1484556
2020-11-30,CMR,26545863,1484556
2020-12-01,CMR,26545863,1484556
2020-12-02,CMR,26545863,1484556
2020-12-03,CMR,26545863,1484556
2020-12-04,CMR,26545863,1484556
2020-12-05,CMR,26545863,1484556
2020-12-06,CMR,26545863,1484556
2020-12-07,CMR,26545863,1484556
2020-12-08,CMR,26545863,1484556
2020-12-09,CMR,26545863,1484556
2020-12-10,CMR,26545863,1484556
2020-12-11,CMR,26545863,1484556
2020-12-12,CMR,26545863,1484556
2020-12-13,CMR,26545863,1484556
2020-12-14,CMR,26545863,1484556
2020-12-15,CMR,26545863,1484556
2020-12-16,CMR,26545863,1484556
2020-12-17,CMR,26545863,1484556
2020-12-18,CMR,26545863,1484556
2020-12-19,CMR,26545863,1484556
2020-12-20,CMR,26545863,1484556
2020-12-21,CMR,26545863,1484556
2020-12-22,CMR,26545863,1484556
2020-12-23,CMR,26545863,1484556
2020-12-24,CMR,26545863,1484556
2020-12-25,CMR,26545863,1484556
2020-12-26,CMR,26545863,1484556
2020-12-27,CMR,26545863,1484556
2020-12-28,CMR,26545863,1484556
2020-12-29,CMR,26545863,1484556
2020-12-30,CMR,26545863,1484556
2020-12-31,CMR,26545863,1484556
2020-04-19,CAN,36466,1492
2020-04-20,CAN,38642,1555
2020-04-21,CAN,40509,1623
2020-04-22,CAN,42614,1735
2020-04-23,CAN,44071,1823
2020-04-24,CAN,45713,1891
2020-04-25,CAN,47065,1904
2020-04-26,CAN,48961,1934
2020-04-27,CAN,51933,1988
2020-04-28,CAN,54311,2021
2020-04-29,CAN,56527,2071
2020-04-30,CAN,58933,2112
2020-05-01,CAN,61239,2134
2020-05-02,CAN,63775,2148
2020-05-03,CAN,66922,2177
2020-05-04,CAN,70594,2221
2020-05-05,CAN,74500,2270
2020-05-06,CAN,78346,2326
2020-05-07,CAN,82480,2387
2020-05-08,CAN,86986,2456
2020-05-09,CAN,91915,2543
2020-05-10,CAN,97438,2657
2020-05-11,CAN,103511,2800
2020-05-12,CAN,109993,2969
2020-05-13,CAN,116837,3164
2020-05-14,CAN,124206,3395
2020-05-15,CAN,132141,3663
2020-05-16,CAN,140709,3980
2020-05-17,CAN,149929,4352
2020-05-18,CAN,159759,4779
2020-05-19,CAN,170167,5265
2020-05-20,CAN,181170,5813
2020-05-21,CAN,192821,6431
2020-05-22,CAN,205163,7126
2020-05-23,CAN,218168,7903
2020-05-24,CAN,231816,8767
2020-05-25,CAN,246077,9721
2020-05-26,CAN,260910,10767
2020-05-27,CAN,276330,11910
2020-05-28,CAN,292330,13153
2020-05-29,CAN,308884,14500
2020-05-30,CAN,325939,15954
2020-05-31,CAN,343432,17513
2020-06-01,CAN,361309,19178
2020-06-02,CAN,379526,20945
2020-06-03,CAN,398045,22815
2020-06-04,CAN,416822,24784
2020-06-05,CAN,435793,26847
2020-06-06,CAN,454887,28997
2020-06-07,CAN,474037,31226
2020-06-08,CAN,493189,33524
2020-06-09,CAN,512303,35880
2020-06-10,CAN,531344,38281
2020-06-11,CAN,550282,40712
2020-06-12,CAN,569089,43159
2020-06-13,CAN,587752,45601
2020-06-14,CAN,606281,48020
2020-06-15,CAN,624711,50394
2020-06-16,CAN,643108,52701
2020-06-17,CAN,661562,54918
2020-06-18,CAN,680194,57019
2020-06-19,CAN,699158,58981
2020-06-20,CAN,718653,60777
2020-06-21,CAN,738927,62382
2020-06-22,CAN,760283,63771
2020-06-23,CAN,783079,64921
2020-06-24,CAN,807734,65809
2020-06-25,CAN,834728,66416
2020-06-26,CAN,864613,66725
2020-06-27,CAN,898017,66725
2020-06-28,CAN,935640,66725
2020-06-29,CAN,977305,66725
2020-06-30,CAN,1024350,66725
2020-07-01,CAN,1078321,66725
2020-07-02,CAN,1141105,66725
2020-07-03,CAN,1213944,66725
2020-07-04,CAN,1298196,66725
2020-07-05,CAN,1394647,66844
2020-07-06,CAN,1504108,67199
2020-07-07,CAN,1625752,67765
2020-07-08,CAN,1760236,68594
2020-07-09,CAN,1910409,69791
2020-07-10,CAN,2077982,71419
2020-07-11,CAN,2264512,73600
2020-07-12,CAN,2471222,76459
2020-07-13,CAN,2699479,80151
2020-07-14,CAN,2950014,84786
2020-07-15,CAN,3223542,90501
2020-07-16,CAN,3522026,97479
2020-07-17,CAN,3847656,105911
2020-07-18,CAN,4201799,115994
2020-07-19,CAN,4585820,127945
